SCHLUESSEL,BERUFINT
21211,Industriekletterer/-kletterin
21212,Tribünenbauer/in
21213,Hängegerüstbauer/in
21214,Höhenarbeiter/in
21215,Bauwerksmechaniker/in für Abbruch und Betontrennte
21216,Betontrennfachmann/-frau
21217,Gebäudeabbrucharbeiter/in
21218,Mechaniker/in (Abbruch und Betontrenntechnik)
21219,Baupolier/in
21220,Baukolonnenführer/in
21221,Bauleiter/in (Hochbau)
21222,Dachdeckermeister/in
21223,Fachleiter/in - Dachdeckerhandwerk
21224,Handwerksmeister/in - Gerüstbau
21225,Handwerksmeister/in - Dachdeckerei
21226,Handwerksmeister/in - Schornsteinfegen
21227,Kaminbauermeister/in
21228,Maurerpolier/in
21229,Maurermeister/in
21230,Maurer- und Betonbauermeister/in
21231,Schornsteinbaupolier/in
21232,Schornsteinbauermeister/in
21233,Betonbaupolier/in
21234,Beton- und Stahlbetonbauermeister/in
21235,Feuerungsbauermeister/in
21236,Feuerungs- und Ofenbaupolier/in
21237,Feuerungs- und Schornsteinbaupolier/in
21238,Gerüstbaupolier/in
21239,Gerüstbauermeister/in
21240,Gerüstbaumontageleiter/in
21241,Gerüstbau-Kolonnenführer/in
21242,Meister/in - Hochbau
21243,Meister/in - Betonbau
21244,Meister/in - Gerüstbau
21245,Meister/in - Betongleitbau
21246,Meister/in - Bauproduktion
21247,Meister/in - Rohbaumontage
21248,Meister/in - Baureparaturen
21249,Meister/in - Maurerhandwerk
21250,Meister/in - Dachdeckerhandwerk
21251,Meister/in - Beton- und Stahlbau
21252,Meister/in - Bautechnische Instandsetzung
21253,Werkpolier/in
21254,Werkpolier/in - Hochbau
21255,Ofenmeister/in (Feuerungs- und Ofenbau)
21256,Hochbaupolier/in
21257,Hochbaumeister/in
21258,Kolonnenführer/in - Hochbau
21259,Polier/in
21260,Polier/in - Hochbau
21261,Rohbaumontagemeister/in
21262,Brigadier/in (Bau)
21263,Stahlbetonbauermeister/in
21264,Bauhelfer/in - Tiefbau
21265,Harker/in
21266,Rammhelfer/in
21267,Wasserbauhelfer/in
21268,Helfer/in - Tiefbau
21269,Helfer/in - Gleisbau
21270,Helfer/in - Straßenbau
21271,Helfer/in - Erdarbeiten
21272,Helfer/in - Schachtarbeiten
21273,Helfer/in - Planierarbeiten
21274,Helfer/in - Pflasterarbeiten
21275,Helfer/in - Kultur-
21276,Teerer/in
21277,Pflastererhelfer/in
21278,Mineurhelfer/in
21279,Mischer/in (Schwarzstraßenbau)
21280,Tiefbauhelfer/in
21281,Gleisbauerhelfer/in
21282,Kocher/in (Schwarzstraßenbau)
21283,Spachtler/in
21284,Grabungshelfer/in
21285,Straßenbauhelfer/in
21286,Steinsetzerhelfer/in
21287,Kulturbauhelfer/in
21288,Kultur-
21289,Baufacharbeiter/in - Tiefbau
21290,Tiefbauer/in
21291,Tiefbauarbeiter/in
21292,Tiefbauvorarbeiter/in
21293,Tiefbaufacharbeiter/in
21294,Spezialtiefbauer/in
21295,Bautechniker/in - Tiefbau
21296,Techniker/in - Bautechnik (Tiefbau)
21297,Tiefbautechniker/in
21298,Bauingenieur/in - Tiefbau
21299,Tiefbauingenieur/in
21300,Ingenieur/in - Bau (Tiefbau)
21301,Dammsetzer/in
21302,Randsteinsetzer/in
21303,Pflasterleger/in
21304,Pflastersetzer/in
21305,Pflasterer/Pflasterin
21306,Pflasterervorarbeiter/in
21307,Kleinpflasterleger/in
21308,Bodenleger/in (Steine
21309,Holzpflasterleger/in
21310,Mosaikpflasterer/-pflasterin
21311,Trottoirplattenleger/in
21312,Steinsetzer/in
21313,Straßenpflasterer/-pflasterin
21314,Dämmer/in
21315,Baufacharbeiter/in - Straßenbau
21316,Schwarzstraßenbauer/in
21317,Meliorationstechniker/in - Wirtschaftswegebau
21318,Teerer/in (Schwarzstraßenbau)
21319,Wegebauer/in
21320,Bitumenwerker/in
21321,Bitumenmischer/in
21322,Tiefbaufacharbeiter/in - Straßenbauarbeiten
21323,Planierungsarbeiter/in
21324,Fronmeister/in (Gemeindewegebauaufseher/in)
21325,Asphalteur/in
21326,Asphaltbauer/in
21327,Asphaltwerker/in
21328,Asphaltabdichter/in
21329,Asphaltfuger/in (Straßenbau)
21330,Straßenbauer/in
21331,Straßenzementierer/in
21332,Straßenbauarbeiter/in
21333,Straßenbauvorarbeiter/in
21334,Straßenbaufacharbeiter/in
21335,Techniker/in - Straßenbau
21336,Techniker/in - Bautechnik (Straßenbau)
21337,Wegebautechniker/in
21338,Wegebauingenieur/in
21339,Straßenbauingenieur/in
21340,Baufacharbeiter/in - Gleisbau
21341,Maschinist/in - Gleisbaugeräte
21342,Tiefbaufacharbeiter/in - Gleisbauarbeiten
21343,Gleisbauer/in
21344,Gleiswerker/in
21345,Gleisbaumaschinist/in
21346,Gleisbauvorarbeiter/in
21347,Gleisbaufacharbeiter/in
21348,Gleisbaufacharbeiter/in - Tiefbau
21349,Gleisbaufacharbeiter/in - Gleisbau
21350,Techniker/in - Gleisbautechnik
21351,Fachkraft - Trinkwasserinstallationen und Entwässe
21352,Maschinist/in - Filterbrunnenentwässerung
21353,Rammer/in (Pfahlrammer)
21354,Geräteführer/in (Brunnenbau)
21355,Kernbohrer/in
21356,Pfahlrammer/in
21357,Diamantkernbohrer/in
21358,Tiefbohrer/in
21359,Tiefbaufacharbeiter/in - Brunnen- und Spezialtiefb
21360,Bohrmaschinist/in
21361,Bohrmaschinenführer/in
21362,Bohrführer/in - Brunnenbau
21363,Bohrgeräteführer/in (Brunnenbau)
21364,Brunnenbauer/in
21365,Brunnenmacher/in
21366,Brunnenbohrer/in
21367,Brunnenbauvorarbeiter/in
21368,Brunnenbaufacharbeiter/in
21369,Erdbohrgeräteführer/in
21370,Techniker/in - Brunnenbau
21371,Brunnenbautechniker
21372,Kanalbauer/in
21373,Kanalrohrleger/in
21374,Kanalisationsbauer/in
21375,Kanalbaufacharbeiter/in
21376,Schachtbauer/in
21377,Mineur/in
21378,Tiefbaufacharbeiter/in - Kanalbauarbeiten
21379,Stollenbauer/in
21380,Tunnelbauer/in
21381,Böschungsmaurer/in
21382,Kanalbautechniker/in
21383,Bauarbeiter/in - Kulturbau
21384,Faschinenleger/in
21385,Lawinenschutzbauarbeiter/in
21386,Wasserbauer/in
21387,Wasserbaufacharbeiter/in
21388,Wasserstraßenmarkierer/in
21389,Wasserstraßenunterhaltungsarbeiter/in
21390,Deichbauer/in
21391,Meliorationsfacharbeiter/in
21392,Wiesenkulturarbeiter/in
21393,Flußbauarbeiter/in
21394,Bodenkulturarbeiter/in
21395,Drainagearbeiter/in
21396,Kulturbauwerker/in
21397,Kulturbauarbeiter/in
21398,Küstenschutzarbeiter/in
21399,Hafenbautechniker/in
21400,Kanalmeister/in
21401,Wasserbautechniker/in
21402,Wasserbewirtschaftungstechniker/in
21403,Wasser- und Schifffahrtsverwaltungsbeamter/-beamti
21404,Beamter/Beamtin - Wasser-
21405,Beamter/Beamtin - Wasser-
21406,Deichvogt/Deichvögtin
21407,Techniker/in - Wasserwirtschaftsverwaltung
21408,Sielmeister/in
21409,Tiefbautechniker/in (Kultur-
21410,Wiesenbautechniker/in
21411,Drainagetechniker/in
21412,Kulturtechniker/in
21413,Kulturbauaufseher/in
21414,Dünenaufseher/in
21415,Bauingenieur/in - Wasserbau
21416,Hafenbauingenieur/in
21417,Wasserbauingenieur/in
21418,Ingenieur/in - Wasserbau/-wirtschaft
21419,Kulturingenieur/in
21420,Kulturbauingenieur/in
21421,Kulturbaubeamter/-beamtin (Ingenieur/in)
21422,Bauleiter/in (Tiefbau)
21423,Baupolier/in - Gleisbau
21424,Bauleiter/in (Straßenbau)
21425,Bautruppführer/in (Gleisbau)
21426,Bautruppführer/in (Straßenbau)
21427,Baumeister/in (Wasserwirtschaft und Kulturtechnik)
21428,Hafenbaumeister/in
21429,Handwerksmeister/in - Straßenbau
21430,Handwerksmeister/in - Brunnenbau
21431,Kanalbaupolier/in
21432,Kanalbaumeister/in
21433,Wasserbaumeister/in
21434,Wasserbauaufseher/in
21435,Wasserbauwerkermeister/in
21436,Wasserwirtschaftsmeister/in
21437,Deichmeister/in
21438,Meister/in - Tiefbau
21439,Meister/in - Gleisbau
21440,Meister/in - Kanalbau
21441,Meister/in - Wasserbau
21442,Meliorationsmeister/in
21443,Meister/in - Brunnenbau
21444,Meister/in - Straßenbau
21445,Meister/in - Tunnel- und Schachtbau
21446,Werkpolier/in - Tiefbau
21447,Werkpolier/in - Straßenbau
21448,Eisenbahnmeister/in - Gleisbau
21449,Tiefbaupolier/in
21450,Tiefbaumeister/in
21451,Tiefbauunternehmer/in
21452,Wiesenbaumeister/in
21453,Flußbaumeister/in
21454,Gleismeister/in
21455,Gleisbaupolier/in
21456,Industriemeister/in - Tiefbau
21457,Industriemeister/in - Gleisbau
21458,Kolonnenführer/in - Tiefbau
21459,Polier/in - Tiefbau
21460,Polier/in - Gleisbau
21461,Polier/in - Brunnenbau
21462,Polier/in - Straßenbau
21463,Brunnenmeister/in
21464,Brunnenbaupolier/in
21465,Brunnenbaumeister/in
21466,Brunnenbohrmeister/in
21467,Brunnenbauermeister/in
21468,Drainagemeister/in
21469,Asphalt-Einbaumeister/in
21470,Straßenbaupolier/in
21471,Straßenbaumeister/in
21472,Straßenbauermeister/in
21473,Kulturbaumeister/in
21474,Tunnelmeister/in
21475,Parkettlegerhelfer/in
21476,Helfer/in - Parkettlegen
21477,Helfer/in - Fliesenlegen
21478,Helfer/in - Bodenverlegung
21479,Helfer/in - Estrich- und Terrazzoverlegung
21480,Terrazzolegerhelfer/in
21481,Fliesenlegerhelfer/in
21482,Bodenlegerhelfer/in
21483,Bodenverlegerhelfer/in
21484,Estrichlegerhelfer/in
21485,Estrich- und Terrazzolegerhelfer/in
21486,PVC-Verleger/in
21487,Teppichverleger/in
21488,Teppichbodenverleger/in
21489,Verleger/in (Fußbodenbeläge)
21490,Linoleumleger/in
21491,Bodenleger/in
21492,Bodenverleger/in
21493,Bodenversiegler/in
21494,Bodenleger/in (Fußboden)
21495,Ausbaufacharbeiter/in - Fußbodenlegerarbeiten
21496,Fußbodenleger/in
21497,Fußbodenbelagsverleger/in
21498,Kunststoffbodenleger/in
21499,Baufacharbeiter/in - Fliesen-
21500,Marmorverleger/in
21501,Natursteinverleger/in
21502,Bildmosaikleger/in
21503,Flurleger/in
21504,Fliesenleger/in
21505,Fliesensetzer/in
21506,Fliesenlegervorarbeiter/in
21507,Fliesen- und Mosaikleger/in
21508,Fliesen-
21509,Plattensetzer/in
21510,Plattierer/in (Fliesen)
21511,Platten- und Fliesenleger/in
21512,Mosaikleger/in
21513,Mosaikplattenleger/in
21514,Ausbaufacharbeiter/in - Fliesenpflegearbeiten
21515,Ausbaufacharbeiter/in (Fliesen-
21516,Kunststeinleger/in
21517,Baufacharbeiter/in - Betonstein- und Terrazzo
21518,Betonstein- und Terrazzowerker/in
21519,Terrazzoleger/in
21520,Bodenleger/in (Estrich)
21521,Estrichleger/in
21522,Estricharbeiter/in
21523,Estrichbodenleger/in
21524,Steinholzleger/in und Spezialestrichhersteller/in
21525,Ausbaufacharbeiter/in (Estricharbeiten)
21526,Fachverleger/in - Parkett
21527,Parkettleger/in
21528,Parkettabzieher/in
21529,Parkettschleifer/in
21530,Parkettbodenleger/in
21531,Parkettversiegler/in
21532,Parkettfußbodenleger/in
21533,Parkett- und Bodenleger/in
21534,Tafelparkettleger/in
21535,Versiegler/in (Parkett)
21536,Dielenleger/in (Holzdielen)
21537,Riemenbodenleger/in
21538,Bodenleger/in - Parkett
21539,Holzdielenleger/in
21540,Parkettrestaurator/in
21541,Parkettleger/in - Restaurierungsarbeiten
21542,Restaurator/in - Parkettlegerhandwerk
21543,Handwerksmeister/in - Parkettlegerei
21544,Handwerksmeister/in - Estrichlegerei
21545,Handwerksmeister/in - Fliesen-
21546,Parkettlegermeister/in
21547,Meister/in - Estrichlegerhandwerk
21548,Meister/in - Parkettlegerhandwerk
21549,Meister/in - Fliesen-
21550,Fliesenlegermeister/in
21551,Fliesen-
21552,Plattenlegermeister/in
21553,Bodenlegermeister/in (Parkett)
21554,Bodenlegermeister/in (Estrich)
21555,Mosaiklegermeister/in
21556,Polier/in - Estricharbeiten
21557,Polier/in - Fliesen-
21558,Estrichlegermeister/in
21559,Malerhelfer/in
21560,Maler- und Lackiererhelfer/in
21561,Helfer/in - Malerei
21562,Grundierer/in (Maler- und Lackiererhelfer/in)
21563,Baumaler/in
21564,Bautenbeschichter/in
21565,Bauten- und Objektbeschichter/in
21566,Fachkraft - Korrosions- und Betonschutz
21567,Maler/in
21568,Marmormaler/in
21569,Maler/in und Lackierer/in
21570,Maler/in und Verputzer/in
21571,Maler/in und Tapezierer/in
21572,Maler/in und Anstreicher/in
21573,Maler- und Lackierervorarbeiter/in
21574,Maler/in und Lackierer/in - Maler/in
21575,Maler/in und Lackierer/in - Bauten- und Korrosions
21576,Maler/in und Lackierer/in - Gestaltung und Instand
21577,Maler/in und Lackierer/in - Kirchenmalerei und Den
21578,Tapezierer/in
21579,Tapetenkleber/in
21580,Objektbeschichter/in
21581,Schablonierer/in (Maler- und Lackiererarbeiten)
21582,Dekorationsmaler/in (Ausbaumaler/in)
21583,Metallmaler/in
21584,Weißbinder/in (Maler/in)
21585,Sgraffitomaler/in
21586,Eisenanstreicher/in und -entroster/in
21587,Kirchenmaler/in
21588,Zimmermaler/in
21589,Zimmeranstreicher/in
21590,Flachmaler/in
21591,Anstreicher/in
21592,Entroster/in
21593,Industriemaler/in
21594,Industrieanstreicher/in
21595,Korrosionsschützer/in
21596,Korrosionsschutzfachkraft
21597,Rostentferner/in
21598,Freihandmaler/in (Ausbau)
21599,Streicher/in (Maler/in)
21600,Ausbaufacharbeiter/in - Malerarbeiten
21601,Ausbaufacharbeiter/in - Bau- und Metallmalerei
21602,Tüncher/in
21603,Maler/in und Lackierer/in - Restaurierungsarbeiten
21604,Restaurator/in - Maler- und Lackiererhandwerk
21605,Baustuckateur/in
21606,Baufacharbeiter/in - Stuckarbeiten
21607,Fassadenstukkateur/in
21608,Fassadenputzer/in (Verputzerin)
21609,Marmorist/in
21610,Marmorstuckateur/in
21611,Rabitzer/in
21612,Rabitzputzer/in
21613,Rabitzstuckateur/in
21614,Rauhfaserverputzer/in
21615,Terranovaputzer/in
21616,Verputzer/in
21617,Sgraffitoputzer/in
21618,Sgraffitostuckateur/in
21619,Gipsputzer/in
21620,Gipsstuckateur/in
21621,Gipser/in (Stuckateur/in)
21622,Gipsbildhauer/in (Stuckateur/in)
21623,Innenputzer/in
21624,Innenstukkateur/in
21625,Modelleur/in (Stuckateur/in)
21626,Stuckner/in
21627,Stuckateur/in
21628,Stuckateurvorarbeiter/in
21629,Stuckateur/in und Trockenausbauer/in
21630,Außenputzer/in
21631,Ausbaufacharbeiter/in (Stuckateurarbeiten)
21632,Kunststeinputzer/in
21633,Putzer/in (Stuckateur/in)
21634,Mörtelputzer/in
21635,Baudenkmalpfleger/in (Farbe/Stuck)
21636,Restaurator/in - Stuckateurhandwerk
21637,Stuckrestaurator/in
21638,Stuckateur/in - Restaurierungsarbeiten
21639,Bauisoleur/in
21640,Bauwerksabdichter/in
21641,Dachabdichter/in
21642,Mauertrockenleger/in
21643,Abdichter/in (Dachdeckerei)
21644,Flachdachabdichter/in
21645,Flachdachisolierer/in
21646,Klebeabdichter/in
21647,Isolierer/in (Dach)
21648,Säurebaufacharbeiter/in
21649,Bauabdichtungstechniker/in
21650,Bautenschützer/in
21651,Bautenschutzfachkraft
21652,Fachkraft - Holz- und Bautenschutzarbeiten
21653,Fachkraft - Sanierung von Feuchtschäden und Schimm
21654,Schwammsanierer/in
21655,Schwammbeseitiger/in
21656,Holzschützer/in
21657,Holz- und Bautenschützer/in
21658,Holz- und Bautenschutzfachkraft
21659,Holz- und Bautenschützer/in - Holzschutz
21660,Holz- und Bautenschützer/in - Bautenschutz
21661,Sachverständige/r - Holzschutz
21662,Holz- und Bautenschutztechniker/in
21663,Baustuckateur-Polier/in
21664,Bauten- und Objektbeschichtermeister/in
21665,Handwerksmeister/in - Stuckarbeiten
21666,Handwerksmeister/in - Malerei und Lackiererei
21667,Malermeister/in
21668,Maler- und Lackierermeister/in
21669,Maler- und Anstreichermeister/in
21670,Maler- und Lackierermeister/in -  Restaurierungsar
21671,Meister/in - Stukkateurhandwerk
21672,Meister/in - Abdichtungsarbeiten
21673,Meister/in - Maler- und Lackiererhandwerk
21674,Gipser-Polier/in
21675,Gipsermeister/in
21676,Stuckpolier/in
21677,Stuckateurmeister/in
21678,Putzermeister/in
21679,Bauhelfer/in - Ausbau
21680,Helfer/in - Ausbau
21681,Helfer/in - Zimmerei
21682,Helfer/in - Isolierung
21683,Helfer/in - Stuckarbeiten
21684,Verputzerhelfer/in
21685,Gipserhelfer/in
21686,Zimmererhelfer/in
21687,Zimmererhilfsarbeiter/in
21688,Glaserhelfer/in
21689,Trockenbauhelfer/in
21690,Isoliererhelfer/in
21691,Stuckateurhelfer/in
21692,Ausbauhelfer/in
21693,Fugenausputzer/in
21694,Putzerhelfer/in
21695,Baufacharbeiter/in - Ausbau
21696,Fachkraft - Trockenbau
21697,Verleger/in (Trockenbau)
21698,Gipsplattenverleger/in
21699,Rigipsmonteur/in
21700,Rigipsverleger/in
21704,Trockenbauer/in
21705,Trockenausbauer/in
21706,Trockenbaufachkraft
21707,Trockenbaumonteur/in
21708,Trockenbauvorarbeiter/in
21709,Ausbaumonteur/in
21710,Ausbauvorarbeiter/in
21711,Ausbaufacharbeiter/in
21712,Ausbaufacharbeiter/in (Trockenbauarbeiten)
21713,Bautechniker/in - Ausbau
21714,Restaurator/in - Ausbau
21715,Techniker/in - Ausbau
21716,Techniker/in - Bautechnik (Ausbau)
21717,Ausbautechniker/in
21718,Fassadenisolierer/in
21719,Kaminisolierer/in
21720,Maschinenisolierer/in
21721,Maler/in und Lackierer/in - Dämmarbeiten
21722,Raumisolierer/in
21723,Abdämmer/in (Isolierarbeiten)
21724,Schallschutzisolierer/in
21725,Schallschutz- und Akustikfacharbeiter/in
21726,Behälterisolierer/in
21727,Feuerschutzisolierer/in
21728,Feuchteschutzisolierer/in
21729,Gebäudeisolierer/in
21730,Industrie-Isolierer/in
21731,Korkisolierer/in
21732,Rohrisolierer/in
21733,Vollwärmeschützer/in
21734,Vollwärmeschutzfachkraft
21735,Vollwärmeschutzmonteur/in
21736,Apparateisolierer/in
21737,Brandschutzmonteur/in
21738,Brandschutzfachkraft (Brandschutzmonteur/in)
21739,Isolierer/in
21740,Isoliermonteur/in
21741,Isoliervorarbeiter/in
21742,Isolierfacharbeiter/in
21743,Ausbaufacharbeiter/in - Isolierarbeiten
21744,Ausbaufacharbeiter/in (Wärme-
21745,Kälteisolierer/in
21746,Kälteschutzisolierer/in
21747,Wärmedämmer/in
21748,Wärmeisolierer/in
21749,Wärmeschutzisolierer/in
21750,Wärme-
21751,Bauzimmerer/zimmerin
21752,Baufacharbeiter/in - Zimmerarbeiten
21753,Hallenmonteur/in (Holzbau)
21754,Jachtbauer/in
21755,Kahnbauer/in
21756,Kanubauer/in
21757,Schiffszimmermann/-frau
21758,Schiffsinnenausbauer/in
21759,Schalungszimmerer/-zimmerin
21760,Schiffszimmerer/Schiffszimmerin
21761,Fertigteilbauer/in (Holz)
21762,Fertigteilmonteur/in (Holz)
21763,Fertighausmonteur/in (Holz)
21764,Fertighauszimmerer/-zimmerin
21765,Segelbootbauer/in
21766,Werftenzimmerer/-zimmerin
21767,Thekenbauer/in
21768,Zimmermann/-frau
21769,Zimmerer/Zimmerin
21770,Zimmerervorarbeiter/in
21771,Bootbauer/in
21772,Bootsbauer/in
21773,Holzbootsbauer/in
21774,Holzschiffbauer/in
21775,Holztreppenbauer/in
21776,Holzkonstruktionsbauer/in
21777,Montageschreiner/in
21778,Brückenbauzimmerer/-zimmerin
21779,Treppenbauer/in
21780,Treppenbaumonteur/in (Holz)
21781,Treppenbauzimmerer/-zimmerin
21782,Ausbauzimmerer/-zimmerin
21783,Ausbaufacharbeiter/in (Zimmerarbeiten)
21784,Bundzimmerer/-zimmerin
21785,Kunststoffbootsbauer/in
21786,Kulissenbauer/in (Zimmerer/Zimmerin)
21787,Bühnenzimmerer/-zimmerin
21788,Restaurator/in - Zimmererhandwerk
21789,Zimmerer/Zimmerin - Restaurierungsarbeiten
21790,Ausbautechniker/in (Holz)
21791,Bautischler/in
21792,Bauschreiner/in
21793,Bau- und Gerätetischler/in
21794,Bau- und Möbelschreiner/in
21795,Bautischler/in und Glaser/in
21796,Zargentischler/in
21797,Schreiner/in und Glaser/in
21798,Dekorationsbauer/in
21799,Fensterbauer/in
21800,Fenstermonteur/in
21801,Fensterfertiger/in
21802,Fenstertischler/in
21803,Fensterschreiner/in
21804,Fensterrahmenmacher/in
21805,Messebauer/in
21806,Messemonteur/in
21807,Messeschreiner/in
21808,Messestandbauer/in
21809,Vertäfler/in
21810,Montagetischler/in
21811,Treppenbautischler/in
21812,Ausstellungsschreiner/in
21813,Ausbaufacharbeiter/in - Bautischlerarbeiten
21814,Bühnentischler/in
21815,Bühnenschreiner/in
21816,Türenbauer/in
21817,Bauglaser/in
21818,Bauverglaser/in
21819,Fahrzeugglaser/in
21820,Fensterglaser/in
21821,Fensterbauer/in (Glas)
21822,Reparaturglaser/in
21823,Terrariumbauer/in
21824,Verglaser/in
21825,Bilderrahmenglaser/in
21826,Windschutzscheibenmonteur/in
21827,Glaser/in
21828,Glasbauer/in
21829,Glasbaumonteur/in
21830,Glasdachmonteur/in
21831,Glassteinmonteur/in
21832,Glasvitrinenbauer/in
21833,Glasfassadenmonteur/in
21834,Glaser/in und Einrahmer/in
21835,Glaser/in - Rahmenglaser/in
21836,Glaser/in und Fensterbauer/in
21837,Glaser/in - Verglasung und Glasbau
21838,Glaser/in - Fenster- und Glasfassadenbau
21839,Industrieglaser/in
21840,Industrieverglaser/in
21841,Aquariumbauer/in
21842,Brandschutzglaser/in
21843,Isolierglasbauer/in
21844,Autoglaser/in
21845,Jalousiebauer/in
21846,Jalousiemacher/in
21847,Jalousiemonteur/in
21848,Jalousie- und Rollladenbauer/in
21849,Markisenbauer/in
21850,Markisenmonteur/in
21851,Markisengestellmacher/in
21852,Verdunklungsanlagenbauer/in
21853,Rollobauer/in
21854,Rollladenbauer/in
21855,Rollladenmacher/in
21856,Rollgitterbauer/in
21857,Rollladenmonteur/in
21858,Rollgittermonteur/in
21859,Rollladenmechatroniker/in
21860,Rollladen- und Jalousiebauer/in
21861,Rollladen- und Jalousieschlosser/in
21862,Rollladen- und Sonnenschutzmechatroniker/in
21863,Sonnenschutztechniker/in
21864,Sonnenschutzmechatroniker/in
21865,Bautischlermeister
21866,Bauleiter/in (Ausbau)
21867,Baupolier/in - Ausbau
21868,Baupolier/in - Zimmerarbeiten
21869,Bauaufseher/in - Glasbau/Fensterbau
21870,Fachleiter/in - Wandtechnik
21871,Fachleiter/in - Abdichtungstechnik
21872,Fachbauleiter/in - Tischlerhandwerk
